week,geo,impression_tiktok,impression_tv,impression_outdoor1,impression_google,impression_facebook,impression_outdoor2,impression_organic,market_share,cost_tiktok,cost_tv,cost_outdoor1,cost_google,cost_facebook,cost_outdoor2,conversions,revenue,population
2021-03-01,Geo34,2023358,2050000,721000,2508156,1084260,,3170,0.05003902056928349,14836.724000000,19762.086000000,5361.323000000,19545.660000000,8448.458000000,11632.318504596375,12125346.000000000,244487.934778788,607054.440000000
2023-05-01,Geo34,880167,0,1361000,2492130,2433907,,679531,0.04820696462189403,6454.021000000,0E-9,10111.251000000,19420.771000000,18964.787000000,16298.422476656648,13003210.000000000,260884.832583100,607054.440000000
2022-12-19,Geo34,714068,796000,651000,1578062,1686363,,0,0.07263817727401693,5236.063000000,7670.053000000,4836.268600000,12297.585000000,13139.991000000,7180.706802452998,17791880.000000000,354541.692836440,607054.440000000
2022-02-21,Geo34,1348316,858000,1296000,3484165,1492567,,1098886,0.04362449034273826,9886.828000000,8276.563000000,9629.192000000,27151.543000000,11629.950000000,20738.81286393337,11495083.000000000,230199.738997273,607054.440000000
2023-10-02,Geo34,752185,1107000,206000,4332286,2236888,,1900543,0.04634153963407399,5515.564500000,10671.465000000,1531.677000000,33760.812000000,17429.635000000,3229.8750913657736,11538573.000000000,232637.074175505,607054.440000000
2021-05-03,Geo34,500790,0,282000,3289386,1571027,,374183,0.01650739680426768,3672.154500000,0E-9,2092.637500000,25633.660000000,12241.304000000,3557.065627372398,4530640.000000000,90176.535613120,607054.440000000
2021-05-24,Geo34,1227519,323000,99000,4078733,1238828,,702446,0.06988358374424135,9001.057000000,3113.770800000,738.329200000,31784.916000000,9652.838000000,1564.5284884533232,16389409.000000000,328216.500814806,607054.440000000
2021-11-22,Geo34,2100780,1953000,1249000,3506326,1859863,,1046632,0.03390666514845751,15404.438000000,18831.494000000,9280.972000000,27324.240000000,14491.888000000,15817.3618589376,8334601.500000000,165868.504694988,607054.440000000
2022-05-09,Geo34,2053787,1419000,1747000,4338464,1788193,,2383020,0.03707994766311363,15059.851000000,13679.712000000,12981.453000000,33808.957000000,13933.442000000,27854.638298848775,9881213.000000000,199402.947508491,607054.440000000
2023-02-20,Geo34,1487946,1088000,278000,3526913,1006219,,750119,0.03605562781008255,10910.696000000,10486.671000000,2066.086700000,27484.670000000,7840.369600000,3650.1413694215166,8504373.000000000,170638.075629885,607054.440000000
2023-01-23,Geo34,493415,0,321000,2277462,2387944,,551304,0.04452017583160129,3618.075400000,0E-9,2383.513400000,17747.898000000,18606.648000000,4409.9093575501465,11051413.000000000,219483.172999883,607054.440000000
2022-06-13,Geo34,2111924,551000,76000,2166167,1520420,,101388,0.043433443967744886,15486.154000000,5307.575000000,561.138800000,16880.594000000,11846.978000000,863.2784828777623,9875405.000000000,196531.461947120,607054.440000000
2021-10-18,Geo34,1525454,0,141000,2407393,1236242,,371044,0.06642138089402251,11185.732000000,0E-9,1049.424900000,18760.430000000,9632.688000000,2084.0187894992523,16025952.000000000,320246.710997664,607054.440000000
2023-07-10,Geo34,1895202,1376000,1905000,3224060,1351403,,748347,0.049268424831493435,13896.992000000,13267.819000000,14158.950000000,25124.586000000,10530.013000000,24416.11592169283,12401437.000000000,246830.215522572,607054.440000000
2023-01-02,Geo34,1681646,757000,2125000,3208579,3177126,,1004053,0.047929353267627046,12331.045000000,7301.247000000,15790.759000000,25003.943000000,24755.885000000,28611.688857649347,14482902.000000000,287686.236341406,607054.440000000
2023-11-20,Geo34,1808824,998000,43000,3145116,1903712,,2578742,0.042855398255924056,13263.606000000,9622.383000000,321.781300000,24509.389000000,14833.556000000,619.1950550547218,10314266.000000000,206506.715719690,607054.440000000
2021-09-27,Geo34,1095841,586000,285000,1573648,2662080,,0,0.03722092094511586,8035.498500000,5647.216300000,2115.079000000,12263.188000000,20742.691000000,3483.4864674107816,9596847.000000000,192933.207880764,607054.440000000
2021-05-17,Geo34,269946,169000,246000,2435396,850351,,0,0.026470876796136123,1979.439200000,1628.404000000,1827.427700000,18978.652000000,6625.860000000,3399.15637443474,6530639.000000000,130197.535849824,607054.440000000
2022-05-30,Geo34,1272635,1471000,1285000,2375726,721745,,289349,0.05649825888776545,9331.880000000,14184.855000000,9548.805000000,18513.654000000,5623.773000000,18622.40235619864,12346739.000000000,247919.062033080,607054.440000000
2021-08-30,Geo34,2016560,1506000,852000,4843538,2803146,,1784043,0.034572414145306166,14786.876000000,14521.006000000,6332.871600000,37744.920000000,21841.865000000,10789.556084686561,8890333.000000000,178443.687920782,607054.440000000
2021-10-04,Geo34,2758790,0,662000,2857253,0,,1013671,0.04530397709906714,20229.443000000,0E-9,4922.363000000,22266.115000000,0E-9,9289.870295175682,11300455.000000000,226151.463132090,607054.440000000
2021-04-05,Geo34,977551,570000,566000,2475827,646142,,1125722,0.04777765132814296,7168.111000000,5499.069000000,4209.492700000,19293.725000000,5034.681600000,8036.020856938751,11810840.000000000,237820.239638400,607054.440000000
2022-10-31,Geo34,2448673,775000,3227000,3177506,2144612,,1188699,0.05569882291525396,17955.441000000,7473.391000000,23983.078000000,24761.799000000,16710.627000000,37709.755987412005,14763256.000000000,292955.497178336,607054.440000000
2021-06-07,Geo34,0,40000,636000,3170758,1393452,,339608,0.06630700220993724,0E-9,385.147920000,4729.256000000,24709.213000000,10857.655000000,9006.249995753671,17134796.000000000,342930.752379180,607054.440000000
2022-07-18,Geo34,1456130,196000,423000,1026084,2291092,,943464,0.031959134025006684,10677.398000000,1890.529800000,3144.284200000,7996.109000000,17851.986000000,4712.0374190271,7454064.000000000,149361.530444208,607054.440000000
2022-11-21,Geo34,2463119,1424000,1963000,4890541,2142805,,1589770,0.03155761599325682,18061.370000000,13724.785000000,14583.568000000,38111.203000000,16696.547000000,28547.02162736444,8911693.000000000,178383.665559330,607054.440000000
2022-09-19,Geo34,0,440000,1323000,1802934,1743119,,722065,0.040278107760015024,0E-9,4243.511000000,9830.043000000,14049.977000000,13582.229000000,20133.257975617147,11521414.000000000,230047.439660230,607054.440000000
2022-09-12,Geo34,1474694,808000,1052000,2595076,1058398,,2020187,0.05310251210477984,10813.523000000,7788.678700000,7816.418500000,20223.014000000,8246.943000000,14510.513188718953,13872154.000000000,277969.542116454,607054.440000000
2021-04-12,Geo34,172268,0,485000,962644,1010648,,711115,0.06254519750739854,1263.193500000,0E-9,3600.572800000,7501.731000000,7874.880000000,7836.427205130805,14990406.000000000,298446.226624494,607054.440000000
2022-10-03,Geo34,1232509,863000,445000,2651407,2722801,,1430349,0.061544561657669715,9037.647000000,8321.935000000,3303.320800000,20661.992000000,21215.824000000,5930.363492321452,15054523.000000000,299440.589660861,607054.440000000
2021-05-31,Geo34,2465165,451000,390000,1886986,2344900,,447800,0.06904798873116993,18076.371000000,4343.384300000,2900.557100000,14704.981000000,18271.254000000,6067.369256343779,14631264.000000000,292531.961798208,607054.440000000
2022-10-24,Geo34,1052890,0,496000,2483775,276288,,750685,0.06236178020603025,7720.551000000,0E-9,3684.906200000,19355.662000000,2152.811800000,5714.4064368462505,13476027.000000000,270425.145264429,607054.440000000
2021-03-08,Geo34,895454,0,784000,3210249,0,,595584,0.0761321147892081,6566.116700000,0E-9,5824.373500000,25016.957000000,0E-9,10374.89719319295,15386289.000000000,307523.496458517,607054.440000000
2023-11-27,Geo34,541517,1981000,1210000,2769254,2184714,,48999,0.05775724556165929,3970.794200000,19101.207000000,8991.315000000,21580.354000000,17023.098000000,14133.653142181356,16350401.000000000,327132.283047600,607054.440000000
2021-05-17,Geo35,1380224,625000,444000,2785224,654118,,837868,0.0482077114185222,10120.800000000,6026.358000000,3297.896200000,21704.807000000,5096.829600000,6895.1629611183935,12949553.000000000,259720.896807080,742166.560000000
2021-04-05,Geo35,1023956,1056000,3223000,4235800,2012594,,1177048,0.03175225324905613,7508.386000000,10183.927000000,23952.834000000,33008.914000000,15681.955000000,42264.61109128239,9930393.000000000,199467.693008298,742166.560000000
2022-10-10,Geo35,600527,0,1287000,3284546,3028487,,420680,0.03698135545283694,4403.498000000,0E-9,9560.382000000,25595.943000000,23597.701000000,17036.085542136567,13143017.000000000,260147.989295676,742166.560000000
2022-02-21,Geo35,476338,743000,1347000,4243357,2756950,,1667996,0.03670185174172397,3492.854700000,7163.348600000,10011.625000000,33067.805000000,21481.910000000,19507.742924977963,12333549.000000000,246418.154579049,742166.560000000
2021-01-25,Geo35,1374688,275000,1248000,4330458,1835931,,2122382,0.05131569126610131,10080.207000000,2647.443600000,9270.873000000,33746.566000000,14305.412000000,13896.261191127029,14521157.000000000,291999.876269374,742166.560000000
2021-03-29,Geo35,800727,1227000,1412000,4636831,2386350,,804968,0.02102464045951967,5871.509300000,11826.860000000,10491.365000000,36134.086000000,18594.229000000,19761.83928709392,6170992.000000000,122101.524808048,742166.560000000
2022-02-07,Geo35,2179043,1048000,276000,2605079,2831985,,789583,0.0523279701033036,15978.319000000,10102.613000000,2052.131600000,20300.967000000,22066.576000000,3015.3279585620817,15292684.000000000,306056.032794688,742166.560000000
2023-10-23,Geo35,1319544,68000,2227000,3601506,1492270,,1225096,0.051843734842429115,9675.851000000,655.729060000,16549.412000000,28065.963000000,11627.636000000,28728.13303101391,15519306.000000000,312979.644341496,742166.560000000
2021-10-04,Geo35,2817646,535000,2080000,5571504,1858284,,3528184,0.06537826211691594,20661.018000000,5154.896500000,15459.436000000,43417.840000000,14479.585000000,23298.06624647422,18734994.000000000,375297.657453558,742166.560000000
2022-01-17,Geo35,0,0,564000,3051660,1723252,,0,0.03863003308894385,0E-9,0E-9,4190.833000000,23781.100000000,13427.427000000,7671.633096502779,10574137.000000000,210078.082215057,742166.560000000
2022-01-10,Geo35,494389,0,346000,2873911,1331823,,0,0.057724812846335564,3625.217800000,0E-9,2571.003200000,22395.930000000,10377.447000000,4125.244404432603,15614596.000000000,314537.064685860,742166.560000000
2023-02-06,Geo35,1784231,2027000,611000,2722114,546696,,1561675,0.020286295352334362,13083.272000000,19541.504000000,4537.382000000,21213.000000000,4259.807000000,9795.215331830395,5856605.500000000,117424.050070964,742166.560000000
2022-06-13,Geo35,1623730,400000,415000,3314165,820691,,2479168,0.061177736787988164,11906.363000000,3859.327100000,3084.287000000,25826.760000000,6394.751500000,5668.937342806509,16523516.000000000,331032.648296512,742166.560000000
2022-11-21,Geo35,819323,0,859000,4248796,3254404,,0,0.034714433075317186,6007.868700000,0E-9,6385.081500000,33110.190000000,25358.027000000,13555.401056252826,12218486.000000000,243211.590804490,742166.560000000
2022-12-05,Geo35,2141152,2931000,883000,4691546,1545949,,506226,0.030419058387601096,15700.475000000,28259.684000000,6564.516000000,36560.470000000,12045.898000000,10485.090126615929,7995434.500000000,159525.588755933,742166.560000000
2023-07-03,Geo35,0,0,419000,1469082,1399554,,496278,0.035020284284581316,0E-9,0E-9,3116.841800000,11448.322000000,10905.201000000,5229.41880314167,9032016.000000000,179788.040906208,742166.560000000
2021-11-01,Geo35,485477,520000,867000,5536363,2764284,,0,0.02770188646417243,3559.868400000,5016.718300000,6443.748500000,43143.992000000,21539.057000000,13563.706600621994,8586127.000000000,172131.668951550,742166.560000000
2022-07-11,Geo35,822011,1198000,1496000,2339054,2023249,,0,0.03591307351940462,6027.579000000,11554.380000000,11117.079000000,18227.873000000,15764.977000000,18886.095465127462,9572856.000000000,192739.901849712,742166.560000000
2021-09-13,Geo35,1521846,428000,246000,2829410,1445854,,424817,0.03147091210895064,11159.275000000,4122.455600000,1829.166600000,22049.140000000,11265.967000000,3205.6248475257703,8640347.000000000,172179.512562248,742166.560000000
2023-09-11,Geo35,1485242,702000,557000,1903614,2538629,,592402,0.052397829922604076,10890.868000000,6767.990700000,4137.628000000,14834.560000000,19780.771000000,8817.04177054835,15453121.000000000,310004.473162402,742166.560000000
2023-01-09,Geo35,0,52000,352000,2441022,1107944,,1354521,0.045024790843082835,0E-9,499.454350000,2617.342500000,19022.496000000,8633.002000000,5429.597854973128,12010158.000000000,239633.061820056,742166.560000000
2022-09-12,Geo35,947410,193000,996000,3004574,811397,,389632,0.034348243901515606,6947.095000000,1863.081300000,7403.861000000,23414.166000000,6322.333500000,15938.29054252336,9818826.000000000,195694.828367298,742166.560000000
2021-03-08,Geo35,1463757,0,2060000,2974990,2481650,,896249,0.046666313487299896,10733.325000000,0E-9,15308.514000000,23183.621000000,19336.799000000,28888.562891712587,11650156.000000000,236176.843847364,742166.560000000
2023-11-27,Geo35,1005560,2174000,1120000,1194636,1812099,,897267,0.06306659070645129,7373.493000000,20964.646000000,8325.385000000,9309.608000000,14119.715000000,12380.82711796236,16790548.000000000,336836.980016636,742166.560000000
2022-10-17,Geo35,887079,0,1739000,5710542,2328855,,325616,0.04038964043276541,6504.704600000,0E-9,12920.223000000,44501.344000000,18146.232000000,19409.26930365934,11992623.000000000,243560.051356188,742166.560000000
2021-03-22,Geo35,0,1265000,423000,1464718,924473,,1564791,0.01889739515817001,0E-9,12199.706000000,3144.462400000,11414.314000000,7203.412000000,4864.287743414241,5804133.000000000,115795.384437165,742166.560000000
2022-09-26,Geo35,1135482,181000,788000,4703943,2382322,,0,0.03241746993978009,8326.175000000,1744.204800000,5855.947300000,36657.074000000,18562.842000000,11435.119096129441,10014710.000000000,200178.369864140,742166.560000000
2021-12-13,Geo35,3197366,792000,1244000,5002783,3283864,,1251268,0.042191233800012426,23445.400000000,7634.052700000,9241.514000000,38985.887000000,25587.578000000,17147.576306425795,12465201.000000000,249979.259938170,742166.560000000
2021-10-18,Geo35,1565201,274000,1546000,3573429,1336199,,747879,0.03411987546169636,11477.186000000,2642.488000000,11490.193000000,27847.162000000,10411.544000000,22661.32127530497,10627683.000000000,211317.277870512,742166.560000000
2021-11-08,Geo35,2546216,385000,721000,4914328,1577450,,294739,0.021906420841003218,18670.695000000,3714.959200000,5357.139000000,38296.574000000,12291.351000000,8276.67968920445,5872789.000000000,116724.159691958,742166.560000000
2022-08-22,Geo35,1266561,,800000,3347224,1029704,,968797,0.05894107763064396,9287.341000000,4063.181200000,5946.330000000,26084.383000000,8023.362300000,11043.204330073662,14981213.000000000,302464.143679919,742166.560000000
2022-05-23,Geo35,307314,0,495000,3623915,3092209,,0,0.0535418989255371,2253.448500000,0E-9,3677.401000000,28240.592000000,24094.220000000,6141.806928943738,14457195.000000000,288720.737902350,742166.560000000
2022-08-01,Geo35,1841478,1911000,1363000,5489035,2389245,,1721135,0.011193485278180109,13503.048000000,18420.895000000,10128.647000000,42775.176000000,18616.785000000,21108.18110257193,3553083.000000000,71195.668078428,742166.560000000
2022-07-04,Geo35,732364,1302000,359000,3328952,890814,,323324,0.032047735683499196,5370.222700000,12548.882000000,2666.750700000,25941.992000000,6941.144000000,5207.367686843477,9274596.000000000,184417.671369108,742166.560000000
2023-05-22,Geo35,2387541,759000,557000,3890324,544606,,0,0.06786194389801845,17507.178000000,7319.006000000,4141.261700000,30316.674000000,4243.522000000,6241.717507359563,16861830.000000000,335940.178200450,742166.560000000
2021-06-28,Geo35,1735633,591000,576000,3911685,2223632,,736325,0.022200327909156332,12726.916000000,5693.388700000,4281.267600000,30483.139000000,17326.344000000,6363.175385571027,8067427.500000000,162275.053711238,742166.560000000
2023-12-18,Geo35,1015246,1451000,1924000,4572054,2081348,,1894747,0.041695880961598,7444.518000000,13987.026000000,14297.121000000,35629.290000000,16217.680000000,27993.290594152422,12648722.000000000,251781.943787284,742166.560000000
